"","offset","location","condition","realism","response"
"1929",200,0.5,4,"unreal",8
"1930",100,0.5,4,"unreal",9
"1931",400,0,4,"unreal",7
"1932",300,1,17,"real",6
"1933",0,0.5,4,"unreal",9
"1934",300,0,17,"real",8
"1935",0,0.5,17,"real",9
"1936",200,0,17,"real",9
"1937",400,1,17,"real",6
"1938",200,1,4,"unreal",7
"1939",100,1,17,"real",9
"1940",100,1,4,"unreal",9
"1941",100,0,4,"unreal",9
"1942",0,0,17,"real",9
"1943",400,0.5,17,"real",7
"1944",200,1,17,"real",7
"1945",400,0.5,4,"unreal",6
"1946",100,0,17,"real",9
"1947",300,0.5,17,"real",8
"1948",200,0,4,"unreal",9
"1949",100,0.5,17,"real",9
"1950",0,0,4,"unreal",9
"1951",300,0,4,"unreal",8
"1952",0,0,4,"unreal",9
"1953",200,0,4,"unreal",7
"1954",400,0.5,4,"unreal",7
"1955",200,1,4,"unreal",8
"1956",0,0.5,4,"unreal",9
"1957",0,1,17,"real",9
"1958",100,0.5,4,"unreal",9
"1959",0,1,4,"unreal",9
"1960",200,0.5,4,"unreal",8
"1961",400,0.5,17,"real",6
"1962",0,0.5,17,"real",9
"1963",200,0,17,"real",9
"1964",200,1,17,"real",7
"1965",100,0,4,"unreal",9
"1966",300,1,17,"real",6
"1967",400,1,17,"real",6
"1968",200,0.5,17,"real",8
"1969",100,0,17,"real",9
"1970",300,0.5,17,"real",8
"1971",100,0.5,17,"real",9
"1972",0,0,17,"real",9
"1973",300,1,4,"unreal",6
"1974",100,1,17,"real",9
"1975",400,0,4,"unreal",6
"1976",100,1,4,"unreal",9
"1977",300,0,17,"real",8
"1978",300,0.5,4,"unreal",7
"1979",400,0,17,"real",6
"1980",400,1,4,"unreal",5
"1981",400,1,4,"unreal",6
"1982",400,0,4,"unreal",6
"1983",200,0.5,4,"unreal",6
"1984",300,0,4,"unreal",6
"1985",100,0.5,17,"real",9
"1986",400,0.5,4,"unreal",5
"1987",100,0,17,"real",9
"1988",100,0.5,4,"unreal",9
"1989",100,1,17,"real",9
"1990",300,1,4,"unreal",5
"1991",300,0.5,4,"unreal",6
"1992",0,0,17,"real",9
"1993",300,0,17,"real",8
"1994",200,0,4,"unreal",8
"1995",100,0,4,"unreal",9
"1996",200,0,17,"real",9
"1997",100,1,4,"unreal",9
"1998",400,0.5,17,"real",5
"1999",300,0.5,17,"real",6
"2000",400,0,17,"real",5
"2001",0,0.5,17,"real",9
"2002",400,1,17,"real",5
"2003",300,1,17,"real",5
"2004",0,0,4,"unreal",9
"2005",200,0.5,17,"real",9
"2006",200,1,4,"unreal",7
"2007",0,1,4,"unreal",9
"2008",0,0.5,4,"unreal",9
"2009",200,1,17,"real",7
"2010",0,1,17,"real",9
"2011",100,0,4,"unreal",9
"2012",300,0,17,"real",8
"2013",300,0.5,4,"unreal",7
"2014",100,0.5,4,"unreal",9
"2015",0,0,4,"unreal",9
"2016",400,0.5,17,"real",6
"2017",0,0.5,4,"unreal",9
"2018",300,0,4,"unreal",5
"2019",400,0.5,4,"unreal",5
"2020",100,0.5,17,"real",9
"2021",400,1,17,"real",5
"2022",300,1,4,"unreal",6
"2023",0,0.5,17,"real",9
"2024",200,1,17,"real",8
"2025",400,0,17,"real",7
"2026",300,0.5,17,"real",6
"2027",400,0,4,"unreal",6
"2028",300,1,17,"real",5
"2029",200,0.5,17,"real",6
"2030",0,0,17,"real",9
"2031",100,0,17,"real",9
"2032",400,1,4,"unreal",5
"2033",100,1,4,"unreal",8
"2034",200,0.5,4,"unreal",8
"2035",0,1,4,"unreal",9
"2036",200,0,17,"real",8
"2037",0,1,17,"real",9
"2038",100,1,17,"real",9
"2039",200,1,4,"unreal",7
"2040",200,0,4,"unreal",7
"2041",300,0,4,"unreal",8
"2042",300,1,17,"real",8
"2043",100,1,4,"unreal",8
"2044",200,0.5,4,"unreal",8
"2045",300,1,4,"unreal",7
"2046",100,0.5,4,"unreal",8
"2047",200,1,4,"unreal",8
"2048",0,0,17,"real",9
"2049",100,1,17,"real",9
"2050",100,0,17,"real",9
"2051",0,0,4,"unreal",8
"2052",200,1,17,"real",7
"2053",200,0,4,"unreal",8
"2054",400,0.5,4,"unreal",8
"2055",100,0,4,"unreal",8
"2056",300,0.5,4,"unreal",8
"2057",200,0,17,"real",9
"2058",400,1,17,"real",9
"2059",100,0.5,17,"real",9
"2060",400,0.5,17,"real",9
"2061",200,0.5,17,"real",8
"2062",0,1,4,"unreal",8
"2063",300,0.5,17,"real",7
"2064",0,0.5,17,"real",8
"2065",0,1,17,"real",8
"2066",400,0,4,"unreal",7
"2067",400,0,17,"real",7
"2068",0,0.5,4,"unreal",8
"2069",300,0,17,"real",8
"2070",400,1,4,"unreal",6
"2071",400,0.5,17,"real",8
"2072",300,0,4,"unreal",8
"2073",400,0,4,"unreal",6
"2074",0,0.5,4,"unreal",7
"2075",100,1,17,"real",8
"2076",200,1,17,"real",7
"2077",400,1,4,"unreal",6
"2078",400,0,17,"real",6
"2079",100,1,4,"unreal",7
"2080",100,0.5,17,"real",8
"2081",200,1,4,"unreal",7
"2082",200,0.5,17,"real",8
"2083",0,0.5,17,"real",9
"2084",300,0,17,"real",8
"2085",100,0,17,"real",9
"2086",100,0,4,"unreal",8
"2087",200,0,17,"real",7
"2088",300,0.5,4,"unreal",7
"2089",0,0,17,"real",9
"2090",0,1,17,"real",9
"2091",300,1,4,"unreal",8
"2092",300,1,17,"real",8
"2093",300,0.5,17,"real",7
"2094",100,0.5,4,"unreal",8
"2095",400,1,17,"real",6
"2096",200,0,4,"unreal",8
"2097",200,0.5,4,"unreal",7
"2098",0,1,4,"unreal",8
"2099",0,0,4,"unreal",8
"2100",400,0.5,4,"unreal",8
"2101",0,0.5,4,"unreal",8
"2102",0,0,4,"unreal",8
"2103",300,0,4,"unreal",8
"2104",200,0.5,4,"unreal",7
"2105",0,1,17,"real",9
"2106",300,0.5,4,"unreal",8
"2107",400,0.5,4,"unreal",8
"2108",0,0,17,"real",9
"2109",200,0,17,"real",9
"2110",200,0,4,"unreal",8
"2111",0,0.5,17,"real",9
"2112",0,1,4,"unreal",8
"2113",300,1,4,"unreal",7
"2114",400,0.5,17,"real",8
"2115",200,0.5,17,"real",8
"2116",100,1,4,"unreal",8
"2117",200,1,4,"unreal",7
"2118",400,0,4,"unreal",7
"2119",400,1,4,"unreal",8
"2120",100,0,4,"unreal",8
"2121",300,0,17,"real",8
"2122",300,1,17,"real",8
"2123",400,0,17,"real",7
"2124",200,1,17,"real",7
"2125",100,0.5,4,"unreal",8
"2126",100,1,17,"real",8
"2127",300,0.5,17,"real",8
"2128",100,0,17,"real",9
"2129",400,1,17,"real",7
"2130",100,0.5,17,"real",9
"2131",200,0.5,4,"unreal",8
"2132",0,0.5,4,"unreal",8
"2133",0,1,4,"unreal",8
"2134",100,0.5,4,"unreal",8
"2135",0,0,4,"unreal",8
"2136",100,1,17,"real",8
"2137",400,0,17,"real",8
"2138",200,0,17,"real",9
"2139",300,0.5,17,"real",8
"2140",100,0.5,17,"real",9
"2141",100,0,4,"unreal",8
"2142",100,0,17,"real",9
"2143",200,0,4,"unreal",8
"2144",100,1,4,"unreal",8
"2145",200,1,4,"unreal",8
"2146",0,1,17,"real",9
"2147",400,1,4,"unreal",7
"2148",400,0,4,"unreal",7
"2149",300,0.5,4,"unreal",7
"2150",400,0.5,4,"unreal",8
"2151",200,1,17,"real",8
"2152",300,1,17,"real",8
"2153",400,0.5,17,"real",8
"2154",400,1,17,"real",7
"2155",0,0,17,"real",9
"2156",200,0.5,17,"real",8
"2157",0,0.5,17,"real",9
"2158",300,1,4,"unreal",7
"2159",300,0,4,"unreal",7
"2160",300,0,17,"real",8
"2161",0,1,4,"unreal",6
"2162",200,0.5,4,"unreal",1
"2163",400,0,17,"real",1
"2164",300,1,4,"unreal",1
"2165",0,0,4,"unreal",4
"2166",400,0.5,4,"unreal",1
"2167",200,0.5,17,"real",1
"2168",200,1,17,"real",1
"2169",0,0.5,17,"real",8
"2170",300,0,17,"real",1
"2171",300,0,4,"unreal",1
"2172",200,1,4,"unreal",1
"2173",100,1,17,"real",1
"2174",100,0,17,"real",1
"2175",100,1,4,"unreal",1
"2176",300,1,17,"real",1
"2177",300,0.5,4,"unreal",1
"2178",0,1,17,"real",8
"2179",0,0,17,"real",9
"2180",100,0.5,17,"real",1
"2181",400,1,17,"real",1
"2182",200,0,17,"real",1
"2183",400,0,4,"unreal",1
"2184",0,0.5,4,"unreal",4
"2185",300,0.5,17,"real",1
"2186",400,1,4,"unreal",1
"2187",400,0.5,17,"real",1
"2188",100,0,4,"unreal",1
"2189",100,0.5,4,"unreal",2
"2190",200,0,4,"unreal",1
"2191",200,1,17,"real",1
"2192",0,1,17,"real",9
"2193",400,0.5,4,"unreal",1
"2194",200,0.5,17,"real",1
"2195",300,0,17,"real",1
"2196",400,0,17,"real",1
"2197",100,0,4,"unreal",1
"2198",400,0.5,17,"real",1
"2199",100,1,4,"unreal",1
"2200",400,1,4,"unreal",1
"2201",200,0,17,"real",1
"2202",100,0.5,4,"unreal",1
"2203",300,0.5,4,"unreal",1
"2204",0,1,4,"unreal",5
"2205",0,0,17,"real",9
"2206",200,1,4,"unreal",1
"2207",300,0.5,17,"real",1
"2208",0,0,4,"unreal",4
"2209",200,0,4,"unreal",1
"2210",300,0,4,"unreal",1
"2211",300,1,17,"real",1
"2212",400,0,4,"unreal",1
"2213",300,1,4,"unreal",1
"2214",0,0.5,17,"real",8
"2215",100,1,17,"real",2
"2216",0,0.5,4,"unreal",4
"2217",400,1,17,"real",1
"2218",100,0,17,"real",1
"2219",100,0.5,17,"real",2
"2220",200,0.5,4,"unreal",1
"2221",200,0.5,17,"real",1
"2222",400,0.5,17,"real",1
"2223",0,1,4,"unreal",5
"2224",300,0.5,4,"unreal",1
"2225",400,1,17,"real",1
"2226",100,0.5,4,"unreal",1
"2227",400,0.5,4,"unreal",1
"2228",100,1,4,"unreal",1
"2229",400,0,4,"unreal",1
"2230",400,0,17,"real",1
"2231",300,1,4,"unreal",1
"2232",100,1,17,"real",1
"2233",300,0,17,"real",1
"2234",400,1,4,"unreal",1
"2235",200,0,4,"unreal",1
"2236",100,0,17,"real",1
"2237",100,0.5,17,"real",1
"2238",0,1,17,"real",9
"2239",200,0,17,"real",1
"2240",0,0.5,17,"real",9
"2241",0,0,4,"unreal",5
"2242",100,0,4,"unreal",1
"2243",300,0,4,"unreal",1
"2244",200,1,4,"unreal",1
"2245",200,0.5,4,"unreal",1
"2246",0,0.5,4,"unreal",6
"2247",200,1,17,"real",1
"2248",300,0.5,17,"real",1
"2249",0,0,17,"real",6
"2250",300,1,17,"real",1
"2251",0,1,4,"unreal",5
"2252",400,1,4,"unreal",1
"2253",400,0.5,4,"unreal",1
"2254",0,0.5,4,"unreal",4
"2255",200,0.5,4,"unreal",1
"2256",0,0.5,17,"real",8
"2257",300,0.5,17,"real",1
"2258",400,1,17,"real",1
"2259",200,1,4,"unreal",1
"2260",200,1,17,"real",1
"2261",400,0,17,"real",1
"2262",200,0,17,"real",1
"2263",0,0,17,"real",8
"2264",400,0.5,17,"real",1
"2265",100,0,17,"real",1
"2266",300,1,4,"unreal",1
"2267",100,1,4,"unreal",1
"2268",300,0,4,"unreal",1
"2269",100,0.5,17,"real",1
"2270",100,0.5,4,"unreal",1
"2271",300,0,17,"real",1
"2272",0,1,17,"real",8
"2273",400,0,4,"unreal",1
"2274",100,0,4,"unreal",1
"2275",0,0,4,"unreal",5
"2276",200,0.5,17,"real",1
"2277",100,1,17,"real",1
"2278",300,0.5,4,"unreal",1
"2279",200,0,4,"unreal",1
"2280",300,1,17,"real",1
"2281",0,0.5,17,"real",8
"2282",200,1,17,"real",7
"2283",100,0.5,4,"unreal",8
"2284",100,1,4,"unreal",8
"2285",400,0,4,"unreal",4
"2286",100,0,4,"unreal",6
"2287",300,0.5,17,"real",8
"2288",0,0,17,"real",8
"2289",300,0.5,4,"unreal",8
"2290",400,0.5,17,"real",5
"2291",200,0,4,"unreal",8
"2292",200,0.5,17,"real",6
"2293",0,0,4,"unreal",4
"2294",300,0,17,"real",7
"2295",400,1,4,"unreal",3
"2296",200,1,4,"unreal",5
"2297",400,1,17,"real",3
"2298",300,0,4,"unreal",4
"2299",300,1,17,"real",8
"2300",400,0,17,"real",8
"2301",300,1,4,"unreal",5
"2302",200,0,17,"real",7
"2303",0,0.5,4,"unreal",4
"2304",400,0.5,4,"unreal",2
"2305",100,1,17,"real",8
"2306",200,0.5,4,"unreal",5
"2307",0,1,17,"real",8
"2308",0,1,4,"unreal",5
"2309",100,0.5,17,"real",9
"2310",100,0,17,"real",9
"2311",0,0,4,"unreal",5
"2312",200,0.5,17,"real",8
"2313",200,0,4,"unreal",7
"2314",100,0,4,"unreal",8
"2315",400,0.5,17,"real",9
"2316",300,1,17,"real",9
"2317",300,0.5,4,"unreal",6
"2318",400,0,4,"unreal",7
"2319",100,0,17,"real",9
"2320",400,1,4,"unreal",1
"2321",200,1,4,"unreal",3
"2322",0,1,17,"real",4
"2323",100,0.5,4,"unreal",4
"2324",400,0.5,4,"unreal",4
"2325",0,0.5,17,"real",8
"2326",200,0,17,"real",5
"2327",400,0,17,"real",8
"2328",300,0.5,17,"real",2
"2329",100,1,4,"unreal",8
"2330",300,0,4,"unreal",8
"2331",200,0.5,4,"unreal",6
"2332",0,1,4,"unreal",8
"2333",300,1,4,"unreal",9
"2334",200,1,17,"real",8
"2335",0,0.5,4,"unreal",9
"2336",0,0,17,"real",8
"2337",400,1,17,"real",8
"2338",100,0.5,17,"real",9
"2339",100,1,17,"real",9
"2340",300,0,17,"real",9
"2341",400,0.5,4,"unreal",4
"2342",200,0.5,4,"unreal",4
"2343",100,0.5,4,"unreal",5
"2344",0,1,4,"unreal",7
"2345",0,0,17,"real",8
"2346",100,1,4,"unreal",9
"2347",100,1,17,"real",8
"2348",300,0.5,17,"real",9
"2349",400,0.5,17,"real",3
"2350",0,0.5,4,"unreal",8
"2351",100,0.5,17,"real",9
"2352",300,0,17,"real",9
"2353",200,1,4,"unreal",8
"2354",100,0,17,"real",9
"2355",200,1,17,"real",9
"2356",400,1,17,"real",8
"2357",200,0,4,"unreal",8
"2358",0,0,4,"unreal",9
"2359",200,0.5,17,"real",8
"2360",200,0,17,"real",9
"2361",300,0.5,4,"unreal",8
"2362",400,1,4,"unreal",8
"2363",100,0,4,"unreal",8
"2364",400,0,4,"unreal",7
"2365",300,1,17,"real",8
"2366",0,0.5,17,"real",9
"2367",300,0,4,"unreal",8
"2368",400,0,17,"real",8
"2369",0,1,17,"real",7
"2370",300,1,4,"unreal",3
"2371",300,0.5,4,"unreal",5
"2372",100,0,17,"real",9
"2373",100,0,4,"unreal",7
"2374",0,0,4,"unreal",7
"2375",100,0.5,4,"unreal",6
"2376",300,0.5,17,"real",9
"2377",200,1,4,"unreal",1
"2378",100,1,17,"real",9
"2379",400,1,4,"unreal",1
"2380",0,1,4,"unreal",4
"2381",400,0,4,"unreal",8
"2382",0,1,17,"real",9
"2383",100,1,4,"unreal",7
"2384",0,0.5,4,"unreal",8
"2385",100,0.5,17,"real",9
"2386",200,1,17,"real",9
"2387",200,0.5,4,"unreal",7
"2388",200,0,17,"real",6
"2389",0,0,17,"real",8
"2390",300,0,4,"unreal",8
"2391",400,1,17,"real",8
"2392",300,1,4,"unreal",8
"2393",300,0,17,"real",8
"2394",400,0.5,17,"real",4
"2395",200,0.5,17,"real",8
"2396",200,0,4,"unreal",8
"2397",400,0.5,4,"unreal",6
"2398",300,1,17,"real",8
"2399",400,0,17,"real",8
"2400",0,0.5,17,"real",9
"2401",0,0,4,"unreal",8
"2402",300,0,17,"real",2
"2403",300,1,17,"real",1
"2404",400,0.5,4,"unreal",2
"2405",100,0.5,4,"unreal",7
"2406",100,0,4,"unreal",6
"2407",300,1,4,"unreal",4
"2408",200,0.5,4,"unreal",2
"2409",200,0,17,"real",2
"2410",200,1,4,"unreal",3
"2411",400,0,17,"real",1
"2412",0,0.5,17,"real",7
"2413",0,1,17,"real",7
"2414",300,0,4,"unreal",2
"2415",100,1,17,"real",3
"2416",100,0,17,"real",2
"2417",400,1,4,"unreal",1
"2418",300,0.5,4,"unreal",1
"2419",400,0.5,17,"real",1
"2420",0,0.5,4,"unreal",7
"2421",0,1,4,"unreal",7
"2422",0,0,17,"real",8
"2423",100,1,4,"unreal",4
"2424",400,0,4,"unreal",2
"2425",200,0.5,17,"real",2
"2426",200,0,4,"unreal",1
"2427",400,1,17,"real",1
"2428",200,1,17,"real",2
"2429",300,0.5,17,"real",1
"2430",100,0.5,17,"real",7
"2431",300,0,4,"unreal",1
"2432",200,1,4,"unreal",1
"2433",0,0.5,4,"unreal",7
"2434",200,1,17,"real",8
"2435",0,1,4,"unreal",2
"2436",0,0,4,"unreal",7
"2437",0,0,17,"real",8
"2438",400,1,4,"unreal",1
"2439",100,1,4,"unreal",1
"2440",0,0.5,17,"real",7
"2441",100,0.5,4,"unreal",1
"2442",200,0,17,"real",2
"2443",400,0.5,4,"unreal",1
"2444",100,1,17,"real",7
"2445",400,0.5,17,"real",7
"2446",100,0,17,"real",8
"2447",400,0,4,"unreal",1
"2448",300,1,17,"real",2
"2449",300,0,17,"real",1
"2450",200,0,4,"unreal",2
"2451",100,0.5,17,"real",1
"2452",400,1,17,"real",1
"2453",100,0,4,"unreal",1
"2454",300,0.5,4,"unreal",1
"2455",300,1,4,"unreal",2
"2456",200,0.5,17,"real",6
"2457",400,0,17,"real",3
"2458",200,0.5,4,"unreal",2
"2459",0,1,17,"real",7
"2460",300,0.5,17,"real",7
"2461",200,1,17,"real",2
"2462",0,0.5,4,"unreal",8
"2463",400,0.5,4,"unreal",2
"2464",100,0,4,"unreal",7
"2465",300,0.5,17,"real",6
"2466",0,0,4,"unreal",9
"2467",400,0.5,17,"real",5
"2468",200,1,4,"unreal",2
"2469",100,1,17,"real",7
"2470",200,0.5,17,"real",7
"2471",400,0,4,"unreal",2
"2472",300,1,17,"real",3
"2473",300,1,4,"unreal",1
"2474",0,0.5,17,"real",6
"2475",400,1,4,"unreal",2
"2476",200,0,17,"real",2
"2477",0,1,4,"unreal",8
"2478",0,0,17,"real",9
"2479",400,1,17,"real",2
"2480",300,0,17,"real",2
"2481",100,0,17,"real",6
"2482",100,0.5,17,"real",6
"2483",200,0,4,"unreal",1
"2484",0,1,17,"real",7
"2485",400,0,17,"real",2
"2486",100,1,4,"unreal",6
"2487",200,0.5,4,"unreal",2
"2488",100,0.5,4,"unreal",1
"2489",300,0.5,4,"unreal",1
"2490",300,0,4,"unreal",1
"2491",200,0,17,"real",2
"2492",200,0,4,"unreal",2
"2493",400,1,17,"real",2
"2494",100,0.5,17,"real",8
"2495",300,1,4,"unreal",2
"2496",300,0.5,4,"unreal",2
"2497",0,0.5,4,"unreal",9
"2498",300,0,4,"unreal",2
"2499",100,0.5,4,"unreal",8
"2500",100,0,4,"unreal",7
"2501",400,0.5,17,"real",4
"2502",100,1,17,"real",4
"2503",400,0,4,"unreal",2
"2504",200,0.5,4,"unreal",1
"2505",400,0.5,4,"unreal",1
"2506",200,1,17,"real",2
"2507",0,1,17,"real",7
"2508",0,0,4,"unreal",8
"2509",300,0,17,"real",6
"2510",300,1,17,"real",1
"2511",300,0.5,17,"real",2
"2512",200,0.5,17,"real",2
"2513",100,0,17,"real",5
"2514",400,0,17,"real",1
"2515",400,1,4,"unreal",1
"2516",0,1,4,"unreal",8
"2517",100,1,4,"unreal",1
"2518",0,0.5,17,"real",9
"2519",0,0,17,"real",9
"2520",200,1,4,"unreal",2
"2521",200,1,4,"unreal",1
"2522",200,0,17,"real",6
"2523",300,0.5,4,"unreal",1
"2524",0,0.5,17,"real",9
"2525",200,0,4,"unreal",1
"2526",100,0,17,"real",2
"2527",100,1,4,"unreal",1
"2528",400,0.5,4,"unreal",1
"2529",300,0.5,17,"real",1
"2530",0,0,4,"unreal",2
"2531",300,0,17,"real",1
"2532",400,1,17,"real",1
"2533",400,1,4,"unreal",1
"2534",300,1,17,"real",1
"2535",100,0,4,"unreal",1
"2536",0,1,17,"real",8
"2537",100,0.5,4,"unreal",1
"2538",200,0.5,17,"real",1
"2539",400,0,17,"real",1
"2540",200,1,17,"real",1
"2541",400,0.5,17,"real",1
"2542",0,1,4,"unreal",1
"2543",0,0,17,"real",9
"2544",100,1,17,"real",1
"2545",200,0.5,4,"unreal",1
"2546",300,0,4,"unreal",1
"2547",400,0,4,"unreal",1
"2548",100,0.5,17,"real",6
"2549",300,1,4,"unreal",1
"2550",0,0.5,4,"unreal",1
"2551",400,0.5,17,"real",1
"2552",200,0,4,"unreal",1
"2553",400,0,4,"unreal",1
"2554",300,0,17,"real",1
"2555",200,1,17,"real",1
"2556",100,0,17,"real",1
"2557",300,0.5,17,"real",1
"2558",100,0,4,"unreal",1
"2559",0,1,17,"real",7
"2560",400,1,17,"real",1
"2561",300,1,17,"real",1
"2562",100,1,4,"unreal",1
"2563",0,0,4,"unreal",1
"2564",100,0.5,17,"real",9
"2565",400,0,17,"real",1
"2566",200,1,4,"unreal",1
"2567",0,0,17,"real",9
"2568",0,1,4,"unreal",1
"2569",300,0,4,"unreal",1
"2570",400,0.5,4,"unreal",1
"2571",0,0.5,4,"unreal",1
"2572",300,1,4,"unreal",1
"2573",400,1,4,"unreal",1
"2574",200,0,17,"real",2
"2575",100,0.5,4,"unreal",1
"2576",0,0.5,17,"real",9
"2577",300,0.5,4,"unreal",1
"2578",200,0.5,4,"unreal",1
"2579",100,1,17,"real",7
"2580",200,0.5,17,"real",1
"2581",400,0.5,17,"real",1
"2582",200,0,17,"real",1
"2583",400,1,17,"real",1
"2584",400,0.5,4,"unreal",1
"2585",200,0,4,"unreal",1
"2586",100,0.5,17,"real",7
"2587",0,0,17,"real",9
"2588",100,1,17,"real",8
"2589",100,0.5,4,"unreal",1
"2590",100,0,17,"real",7
"2591",200,0.5,4,"unreal",1
"2592",300,1,17,"real",1
"2593",400,0,17,"real",1
"2594",300,1,4,"unreal",1
"2595",100,1,4,"unreal",1
"2596",200,1,17,"real",1
"2597",0,0.5,17,"real",9
"2598",400,0,4,"unreal",1
"2599",0,1,17,"real",9
"2600",100,0,4,"unreal",1
"2601",300,0.5,4,"unreal",1
"2602",400,1,4,"unreal",1
"2603",300,0,17,"real",1
"2604",200,0.5,17,"real",1
"2605",0,0,4,"unreal",1
"2606",0,0.5,4,"unreal",1
"2607",200,1,4,"unreal",1
"2608",300,0,4,"unreal",1
"2609",0,1,4,"unreal",1
"2610",300,0.5,17,"real",1
"2611",200,0.5,17,"real",1
"2612",400,0,17,"real",1
"2613",100,0,17,"real",6
"2614",200,0.5,4,"unreal",1
"2615",300,0.5,17,"real",1
"2616",300,1,4,"unreal",1
"2617",200,0,17,"real",1
"2618",200,1,17,"real",1
"2619",100,0,4,"unreal",1
"2620",400,1,17,"real",1
"2621",300,1,17,"real",1
"2622",0,0,17,"real",8
"2623",400,1,4,"unreal",1
"2624",100,1,17,"real",1
"2625",400,0.5,17,"real",1
"2626",300,0.5,4,"unreal",1
"2627",300,0,17,"real",1
"2628",200,1,4,"unreal",1
"2629",100,0.5,17,"real",2
"2630",200,0,4,"unreal",1
"2631",0,1,4,"unreal",1
"2632",0,1,17,"real",9
"2633",400,0.5,4,"unreal",1
"2634",100,1,4,"unreal",1
"2635",0,0.5,4,"unreal",1
"2636",300,0,4,"unreal",1
"2637",100,0.5,4,"unreal",1
"2638",0,0.5,17,"real",8
"2639",0,0,4,"unreal",1
"2640",400,0,4,"unreal",1
