"","offset","condition","response","vision","vibration","audio","signals","realism","cueInfo","cueInfoBasic"
"1876","100","11",7,"1","2","0",2,"real","real","real"
"1877","0","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"1878","0","0",7,"0","0","0",1,"unreal","unreal","unreal"
"1879","400","17",1,"1","2","2",3,"real","real","real"
"1880","0","6",5,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"1881","0","17",9,"1","2","2",3,"real","real","real"
"1882","200","10",6,"1","1","0",2,"unreal","mix_realVision","mixed"
"1883","0","14",4,"1","2","1",3,"unreal","mix_realVision","mixed"
"1884","300","11",7,"1","2","0",2,"real","real","real"
"1885","300","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"1886","300","10",4,"1","1","0",2,"unreal","mix_realVision","mixed"
"1887","400","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"1888","400","1",3,"0","1","0",2,"unreal","unreal","unreal"
"1889","400","0",7,"0","0","0",1,"unreal","unreal","unreal"
"1890","400","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"1891","200","17",5,"1","2","2",3,"real","real","real"
"1892","100","3",9,"0","0","1",2,"unreal","unreal","unreal"
"1893","100","9",6,"1","0","0",1,"real","real","real"
"1894","300","13",5,"1","1","1",3,"unreal","mix_realVision","mixed"
"1895","100","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"1896","300","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"1897","400","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"1898","400","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"1899","100","11",3,"1","2","0",2,"real","real","real"
"1900","0","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"1901","100","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"1902","0","11",8,"1","2","0",2,"real","real","real"
"1903","200","8",3,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"1904","300","4",8,"0","1","1",3,"unreal","unreal","unreal"
"1905","100","4",7,"0","1","1",3,"unreal","unreal","unreal"
"1906","400","15",4,"1","0","2",2,"real","real","real"
"1907","100","1",8,"0","1","0",2,"unreal","unreal","unreal"
"1908","0","0",7,"0","0","0",1,"unreal","unreal","unreal"
"1909","400","3",8,"0","0","1",2,"unreal","unreal","unreal"
"1910","300","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"1911","200","5",6,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"1912","300","7",2,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"1913","300","15",3,"1","0","2",2,"real","real","real"
"1914","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"1915","0","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"1916","100","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"1917","300","8",1,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"1918","200","0",4,"0","0","0",1,"unreal","unreal","unreal"
"1919","0","15",9,"1","0","2",2,"real","real","real"
"1920","0","4",8,"0","1","1",3,"unreal","unreal","unreal"
"1921","0","1",9,"0","1","0",2,"unreal","unreal","unreal"
"1922","200","9",6,"1","0","0",1,"real","real","real"
"1923","100","0",6,"0","0","0",1,"unreal","unreal","unreal"
"1924","400","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"1925","400","12",5,"1","0","1",2,"unreal","mix_realVision","mixed"
"1926","0","9",7,"1","0","0",1,"real","real","real"
"1927","200","6",6,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"1928","0","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"1929","300","14",3,"1","2","1",3,"unreal","mix_realVision","mixed"
"1930","400","0",2,"0","0","0",1,"unreal","unreal","unreal"
"1931","0","17",8,"1","2","2",3,"real","real","real"
"1932","0","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"1933","0","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"1934","200","7",2,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"1935","300","0",2,"0","0","0",1,"unreal","unreal","unreal"
"1936","400","1",1,"0","1","0",2,"unreal","unreal","unreal"
"1937","300","5",2,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"1938","200","1",8,"0","1","0",2,"unreal","unreal","unreal"
"1939","200","12",5,"1","0","1",2,"unreal","mix_realVision","mixed"
"1940","300","9",6,"1","0","0",1,"real","real","real"
"1941","0","12",6,"1","0","1",2,"unreal","mix_realVision","mixed"
"1942","100","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"1943","0","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"1944","300","11",8,"1","2","0",2,"real","real","real"
"1945","0","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"1946","200","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"1947","400","6",2,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"1948","300","12",4,"1","0","1",2,"unreal","mix_realVision","mixed"
"1949","100","17",6,"1","2","2",3,"real","real","real"
"1950","100","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"1951","200","4",8,"0","1","1",3,"unreal","unreal","unreal"
"1952","200","14",4,"1","2","1",3,"unreal","mix_realVision","mixed"
"1953","200","15",4,"1","0","2",2,"real","real","real"
"1954","200","13",4,"1","1","1",3,"unreal","mix_realVision","mixed"
"1955","400","13",3,"1","1","1",3,"unreal","mix_realVision","mixed"
"1956","100","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"1957","400","8",6,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"1958","100","15",8,"1","0","2",2,"real","real","real"
"1959","300","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"1960","400","4",4,"0","1","1",3,"unreal","unreal","unreal"
"1961","200","11",7,"1","2","0",2,"real","real","real"
"1962","100","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"1963","300","16",3,"1","1","2",3,"unreal","mix_realVision","mixed"
"1964","200","3",5,"0","0","1",2,"unreal","unreal","unreal"
"1965","300","3",5,"0","0","1",2,"unreal","unreal","unreal"
"1966","400","17",8,"1","2","2",3,"real","real","real"
"1967","400","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"1968","100","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"1969","200","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"1970","400","11",2,"1","2","0",2,"real","real","real"
"1971","100","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"1972","400","9",7,"1","0","0",1,"real","real","real"
"1973","400","2",2,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"1974","300","17",5,"1","2","2",3,"real","real","real"
"1975","100","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"1976","0","3",7,"0","0","1",2,"unreal","unreal","unreal"
"1977","400","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"1978","300","1",3,"0","1","0",2,"unreal","unreal","unreal"
"1979","200","10",6,"1","1","0",2,"unreal","mix_realVision","mixed"
"1980","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"1981","300","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"1982","200","0",7,"0","0","0",1,"unreal","unreal","unreal"
"1983","100","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"1984","400","4",2,"0","1","1",3,"unreal","unreal","unreal"
"1985","300","4",2,"0","1","1",3,"unreal","unreal","unreal"
"1986","100","9",6,"1","0","0",1,"real","real","real"
"1987","0","0",8,"0","0","0",1,"unreal","unreal","unreal"
"1988","100","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"1989","0","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"1990","400","1",8,"0","1","0",2,"unreal","unreal","unreal"
"1991","300","15",6,"1","0","2",2,"real","real","real"
"1992","300","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"1993","0","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"1994","400","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"1995","0","11",4,"1","2","0",2,"real","real","real"
"1996","100","0",5,"0","0","0",1,"unreal","unreal","unreal"
"1997","100","11",9,"1","2","0",2,"real","real","real"
"1998","100","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"1999","400","6",2,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2000","100","6",4,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2001","100","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"2002","400","9",6,"1","0","0",1,"real","real","real"
"2003","400","0",4,"0","0","0",1,"unreal","unreal","unreal"
"2004","300","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2005","0","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2006","200","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"2007","300","9",6,"1","0","0",1,"real","real","real"
"2008","0","17",9,"1","2","2",3,"real","real","real"
"2009","300","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2010","0","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"2011","400","11",8,"1","2","0",2,"real","real","real"
"2012","200","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"2013","300","11",9,"1","2","0",2,"real","real","real"
"2014","0","7",6,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2015","400","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"2016","200","17",8,"1","2","2",3,"real","real","real"
"2017","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2018","300","1",4,"0","1","0",2,"unreal","unreal","unreal"
"2019","200","5",5,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2020","100","3",6,"0","0","1",2,"unreal","unreal","unreal"
"2021","100","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2022","0","4",9,"0","1","1",3,"unreal","unreal","unreal"
"2023","400","15",6,"1","0","2",2,"real","real","real"
"2024","0","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2025","200","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2026","0","1",8,"0","1","0",2,"unreal","unreal","unreal"
"2027","200","3",8,"0","0","1",2,"unreal","unreal","unreal"
"2028","200","4",6,"0","1","1",3,"unreal","unreal","unreal"
"2029","200","11",6,"1","2","0",2,"real","real","real"
"2030","300","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"2031","400","13",2,"1","1","1",3,"unreal","mix_realVision","mixed"
"2032","400","12",2,"1","0","1",2,"unreal","mix_realVision","mixed"
"2033","200","6",2,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2034","100","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"2035","0","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"2036","0","9",7,"1","0","0",1,"real","real","real"
"2037","300","0",1,"0","0","0",1,"unreal","unreal","unreal"
"2038","200","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2039","100","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2040","300","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2041","400","14",2,"1","2","1",3,"unreal","mix_realVision","mixed"
"2042","300","6",3,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2043","300","3",6,"0","0","1",2,"unreal","unreal","unreal"
"2044","100","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"2045","400","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2046","0","15",8,"1","0","2",2,"real","real","real"
"2047","300","17",8,"1","2","2",3,"real","real","real"
"2048","200","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"2049","200","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"2050","0","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2051","300","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"2052","400","17",4,"1","2","2",3,"real","real","real"
"2053","300","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2054","200","9",5,"1","0","0",1,"real","real","real"
"2055","100","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"2056","0","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"2057","300","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2058","400","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"2059","100","15",8,"1","0","2",2,"real","real","real"
"2060","100","1",5,"0","1","0",2,"unreal","unreal","unreal"
"2061","100","4",7,"0","1","1",3,"unreal","unreal","unreal"
"2062","200","7",5,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2063","200","15",7,"1","0","2",2,"real","real","real"
"2064","400","3",7,"0","0","1",2,"unreal","unreal","unreal"
"2065","400","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2066","400","8",1,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2067","200","1",9,"0","1","0",2,"unreal","unreal","unreal"
"2068","100","17",9,"1","2","2",3,"real","real","real"
"2069","200","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2070","0","3",8,"0","0","1",2,"unreal","unreal","unreal"
"2071","0","15",4,"1","0","2",2,"real","real","real"
"2072","0","11",8,"1","2","0",2,"real","real","real"
"2073","200","9",5,"1","0","0",1,"real","real","real"
"2074","400","12",3,"1","0","1",2,"unreal","mix_realVision","mixed"
"2075","200","2",5,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2076","200","4",7,"0","1","1",3,"unreal","unreal","unreal"
"2077","0","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"2078","200","3",4,"0","0","1",2,"unreal","unreal","unreal"
"2079","200","11",8,"1","2","0",2,"real","real","real"
"2080","300","12",4,"1","0","1",2,"unreal","mix_realVision","mixed"
"2081","100","8",6,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2082","200","7",6,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2083","400","7",4,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2084","200","1",6,"0","1","0",2,"unreal","unreal","unreal"
"2085","400","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2086","100","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2087","400","3",7,"0","0","1",2,"unreal","unreal","unreal"
"2088","300","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"2089","100","17",8,"1","2","2",3,"real","real","real"
"2090","400","11",8,"1","2","0",2,"real","real","real"
"2091","0","17",9,"1","2","2",3,"real","real","real"
"2092","400","13",5,"1","1","1",3,"unreal","mix_realVision","mixed"
"2093","400","0",2,"0","0","0",1,"unreal","unreal","unreal"
"2094","200","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"2095","100","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"2096","400","17",4,"1","2","2",3,"real","real","real"
"2097","100","5",4,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2098","200","13",5,"1","1","1",3,"unreal","mix_realVision","mixed"
"2099","300","6",2,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2100","0","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"2101","0","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2102","400","1",7,"0","1","0",2,"unreal","unreal","unreal"
"2103","400","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2104","100","3",8,"0","0","1",2,"unreal","unreal","unreal"
"2105","400","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2106","0","8",3,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2107","300","1",7,"0","1","0",2,"unreal","unreal","unreal"
"2108","300","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2109","400","4",6,"0","1","1",3,"unreal","unreal","unreal"
"2110","100","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2111","100","0",3,"0","0","0",1,"unreal","unreal","unreal"
"2112","100","15",9,"1","0","2",2,"real","real","real"
"2113","200","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2114","400","14",4,"1","2","1",3,"unreal","mix_realVision","mixed"
"2115","200","0",3,"0","0","0",1,"unreal","unreal","unreal"
"2116","300","8",2,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2117","300","9",6,"1","0","0",1,"real","real","real"
"2118","0","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"2119","100","9",8,"1","0","0",1,"real","real","real"
"2120","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"2121","0","4",8,"0","1","1",3,"unreal","unreal","unreal"
"2122","200","17",6,"1","2","2",3,"real","real","real"
"2123","0","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2124","300","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"2125","0","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2126","100","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"2127","300","3",6,"0","0","1",2,"unreal","unreal","unreal"
"2128","300","11",5,"1","2","0",2,"real","real","real"
"2129","400","5",2,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2130","0","0",8,"0","0","0",1,"unreal","unreal","unreal"
"2131","100","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"2132","300","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"2133","0","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"2134","0","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2135","400","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"2136","0","9",8,"1","0","0",1,"real","real","real"
"2137","0","1",5,"0","1","0",2,"unreal","unreal","unreal"
"2138","300","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2139","200","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2140","100","4",8,"0","1","1",3,"unreal","unreal","unreal"
"2141","100","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"2142","100","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2143","300","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2144","300","17",9,"1","2","2",3,"real","real","real"
"2145","100","1",8,"0","1","0",2,"unreal","unreal","unreal"
"2146","200","15",9,"1","0","2",2,"real","real","real"
"2147","200","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2148","200","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"2149","400","15",4,"1","0","2",2,"real","real","real"
"2150","300","0",7,"0","0","0",1,"unreal","unreal","unreal"
"2151","100","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2152","300","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2153","200","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"2154","100","11",5,"1","2","0",2,"real","real","real"
"2155","0","3",6,"0","0","1",2,"unreal","unreal","unreal"
"2156","300","15",7,"1","0","2",2,"real","real","real"
"2157","200","12",9,"1","0","1",2,"unreal","mix_realVision","mixed"
"2158","400","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2159","300","4",4,"0","1","1",3,"unreal","unreal","unreal"
"2160","400","9",1,"1","0","0",1,"real","real","real"
"2161","400","8",6,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2162","300","15",7,"1","0","2",2,"real","real","real"
"2163","300","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2164","100","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2165","300","5",4,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2166","400","1",3,"0","1","0",2,"unreal","unreal","unreal"
"2167","0","15",9,"1","0","2",2,"real","real","real"
"2168","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2169","200","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2170","300","13",2,"1","1","1",3,"unreal","mix_realVision","mixed"
"2171","0","1",9,"0","1","0",2,"unreal","unreal","unreal"
"2172","400","9",7,"1","0","0",1,"real","real","real"
"2173","300","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"2174","400","4",5,"0","1","1",3,"unreal","unreal","unreal"
"2175","0","0",9,"0","0","0",1,"unreal","unreal","unreal"
"2176","200","17",8,"1","2","2",3,"real","real","real"
"2177","200","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2178","300","4",5,"0","1","1",3,"unreal","unreal","unreal"
"2179","300","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2180","200","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2181","400","15",4,"1","0","2",2,"real","real","real"
"2182","200","10",6,"1","1","0",2,"unreal","mix_realVision","mixed"
"2183","100","4",8,"0","1","1",3,"unreal","unreal","unreal"
"2184","100","9",6,"1","0","0",1,"real","real","real"
"2185","200","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2186","200","4",5,"0","1","1",3,"unreal","unreal","unreal"
"2187","400","16",6,"1","1","2",3,"unreal","mix_realVision","mixed"
"2188","0","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2189","400","12",2,"1","0","1",2,"unreal","mix_realVision","mixed"
"2190","0","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"2191","300","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2192","400","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2193","0","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2194","200","9",5,"1","0","0",1,"real","real","real"
"2195","100","17",8,"1","2","2",3,"real","real","real"
"2196","100","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2197","300","7",4,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2198","200","3",5,"0","0","1",2,"unreal","unreal","unreal"
"2199","400","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"2200","300","3",3,"0","0","1",2,"unreal","unreal","unreal"
"2201","100","12",6,"1","0","1",2,"unreal","mix_realVision","mixed"
"2202","100","0",7,"0","0","0",1,"unreal","unreal","unreal"
"2203","300","0",2,"0","0","0",1,"unreal","unreal","unreal"
"2204","100","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"2205","400","5",6,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2206","200","15",5,"1","0","2",2,"real","real","real"
"2207","300","11",7,"1","2","0",2,"real","real","real"
"2208","300","9",3,"1","0","0",1,"real","real","real"
"2209","200","1",8,"0","1","0",2,"unreal","unreal","unreal"
"2210","0","11",8,"1","2","0",2,"real","real","real"
"2211","0","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"2212","400","17",7,"1","2","2",3,"real","real","real"
"2213","100","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"2214","100","3",7,"0","0","1",2,"unreal","unreal","unreal"
"2215","200","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"2216","400","7",6,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2217","100","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2218","0","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2219","300","17",7,"1","2","2",3,"real","real","real"
"2220","0","9",9,"1","0","0",1,"real","real","real"
"2221","400","3",4,"0","0","1",2,"unreal","unreal","unreal"
"2222","0","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2223","100","6",6,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2224","200","5",6,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2225","100","11",7,"1","2","0",2,"real","real","real"
"2226","400","13",5,"1","1","1",3,"unreal","mix_realVision","mixed"
"2227","300","14",5,"1","2","1",3,"unreal","mix_realVision","mixed"
"2228","200","0",2,"0","0","0",1,"unreal","unreal","unreal"
"2229","400","0",1,"0","0","0",1,"unreal","unreal","unreal"
"2230","200","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"2231","0","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"2232","400","11",7,"1","2","0",2,"real","real","real"
"2233","0","17",9,"1","2","2",3,"real","real","real"
"2234","0","4",9,"0","1","1",3,"unreal","unreal","unreal"
"2235","100","15",7,"1","0","2",2,"real","real","real"
"2236","200","11",6,"1","2","0",2,"real","real","real"
"2237","0","3",9,"0","0","1",2,"unreal","unreal","unreal"
"2238","400","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2239","100","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"2240","300","6",4,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2241","200","12",5,"1","0","1",2,"unreal","mix_realVision","mixed"
"2242","100","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2243","200","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"2244","300","1",7,"0","1","0",2,"unreal","unreal","unreal"
"2245","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"2246","100","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2247","0","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2248","400","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"2249","100","1",8,"0","1","0",2,"unreal","unreal","unreal"
"2250","300","16",6,"1","1","2",3,"unreal","mix_realVision","mixed"
"2251","300","13",6,"1","1","1",3,"unreal","mix_realVision","mixed"
"2252","200","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2253","100","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2254","0","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2255","0","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2256","300","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2257","100","15",7,"1","0","2",2,"real","real","real"
"2258","400","4",5,"0","1","1",3,"unreal","unreal","unreal"
"2259","200","4",6,"0","1","1",3,"unreal","unreal","unreal"
"2260","400","15",6,"1","0","2",2,"real","real","real"
"2261","100","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2262","400","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"2263","300","12",3,"1","0","1",2,"unreal","mix_realVision","mixed"
"2264","0","11",9,"1","2","0",2,"real","real","real"
"2265","0","3",9,"0","0","1",2,"unreal","unreal","unreal"
"2266","200","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"2267","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2268","100","4",7,"0","1","1",3,"unreal","unreal","unreal"
"2269","400","11",6,"1","2","0",2,"real","real","real"
"2270","200","17",6,"1","2","2",3,"real","real","real"
"2271","0","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"2272","200","3",6,"0","0","1",2,"unreal","unreal","unreal"
"2273","0","0",8,"0","0","0",1,"unreal","unreal","unreal"
"2274","100","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"2275","200","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2276","100","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"2277","300","1",6,"0","1","0",2,"unreal","unreal","unreal"
"2278","300","6",5,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2279","300","8",6,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2280","300","3",4,"0","0","1",2,"unreal","unreal","unreal"
"2281","400","8",5,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2282","400","6",4,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2283","400","10",5,"1","1","0",2,"unreal","mix_realVision","mixed"
"2284","100","9",3,"1","0","0",1,"real","real","real"
"2285","0","9",4,"1","0","0",1,"real","real","real"
"2286","200","9",3,"1","0","0",1,"real","real","real"
"2287","300","9",1,"1","0","0",1,"real","real","real"
